0.12251917984750536,0.46192935175365873,8.66618372599284,0.13884926322433683,0.0,0.733541,0.788883
0.10769507065415382,0.46077808671527437,8.63963311513265,0.13790448175536263,0.0,0.681971,0.788883
0.0987156382865376,0.4596050090259976,8.609218851725261,0.14247768206728828,0.0,0.636304,0.788883
0.09831430142124493,0.458228282796012,8.594030062357584,0.14010695550176833,0.0,0.436911,0.788883
0.09069517850875855,0.4569022622373369,8.573455005221897,0.13926074049539036,0.0,0.786915,0.788883
0.08920225832197401,0.45531898074679905,8.542410024007161,0.13938052074776755,0.0,0.789292,0.789292
0.08251446659366289,0.4554897838168674,8.529621675279405,0.14164430366622077,0.0,0.691727,0.789292
0.08753840107884672,0.454644019736184,8.525374221801759,0.13844089255564743,0.0,0.761335,0.789292
0.07861453129185571,0.45336450272136264,8.48637843661838,0.13558912095096376,0.0,0.777076,0.789292
0.06679187392195066,0.4519543833202786,8.44521132575141,0.13728222399950027,0.0,0.751906,0.789292
0.06529630335668722,0.4519119355413649,8.439528189765083,0.13908406479491128,0.0,0.734853,0.789292
0.07966178067856365,0.45294318397839867,8.447317928738064,0.13849545675847266,0.0,0.648356,0.789292
0.0727734203553862,0.4524720933702257,8.42680286831326,0.14052087565263113,0.0,0.71616,0.789292
0.05878690406680107,0.4518281082312266,8.389304457770454,0.13991554743713802,0.0,0.819546,0.819546
0.07025280598964956,0.45206466383404204,8.398755921257866,0.14360973926054107,0.0,0.784373,0.819546
0.060617797863152294,0.45069808496369257,8.367346657647026,0.1401945902241601,0.0,0.688038,0.819546
0.0745435890638166,0.45144340991973875,8.38759716881646,0.1442730157325665,0.0,0.785685,0.819546
0.06486892116566499,0.4502958178520203,8.33878665500217,0.13761832995547188,0.0,0.566861,0.819546
0.06932268080612024,0.4513500683837467,8.358955976698134,0.14239585598309834,0.0,0.534066,0.819546
0.056259447460373244,0.4502307070626153,8.340477901034886,0.14617304818497764,0.0,0.802246,0.819546
0.05867961098750432,0.4486337820688883,8.29140175713433,0.14363405174679225,0.0,0.597196,0.819546
0.08289096297489272,0.4517964243888855,8.335440508524577,0.15189657393429015,0.0,0.606133,0.819546
0.08235095776617526,0.451166445016861,8.307013172573514,0.1450581689675649,0.0,0.694925,0.819546
0.05980541298372878,0.4508487747775184,8.288144789801704,0.1427893641922209,0.0,0.75371,0.819546
0.057060541088382405,0.44827216267585757,8.249562221103245,0.14265080557929144,0.0,0.752562,0.819546
0.06442481918881336,0.449716799126731,8.252519141303168,0.14276041181551086,0.0,0.754776,0.819546
0.046070044508410825,0.4489277852906121,8.204951190948487,0.14218048432634936,0.0,0.811921,0.819546
0.04820764437317848,0.4486589193344116,8.204065852695042,0.1371158767077658,0.0,0.715586,0.819546
0.07130561460637384,0.44934221506118777,8.208286878797743,0.13992441048224766,0.0,0.550791,0.819546
0.05450578064968189,0.44854594469070436,8.18365724351671,0.14656855099731023,0.0,0.53382,0.819546
0.05924643466456069,0.4487777498033312,8.19001316494412,0.14221680959065755,0.0,0.721243,0.819546
0.036429206675125496,0.4457671489980486,8.120283879174126,0.14021906538142098,0.0,0.787653,0.819546
0.05049198131180472,0.44909359216690065,8.147357887691921,0.1407916686601109,0.0,0.818808,0.819546
0.037701156362891196,0.44754415882958304,8.105691401163737,0.14255154174235132,0.0,0.788309,0.819546
0.03754537161439657,0.44703987108336557,8.084372054206,0.13814980884393055,0.0,0.775847,0.819546
0.040799883670277065,0.44684282342592874,8.096525923411052,0.13406228828761313,0.0,0.80774,0.819546
0.03083018528090583,0.4465828604168362,8.074051825205485,0.1386988651421335,0.0,0.817332,0.819546
0.03275938142711918,0.4464812868171268,8.044324578179253,0.1341801588733991,0.0,0.809789,0.819546
0.03591906111687422,0.4452625466717614,8.038869169023302,0.13918011366493171,0.0,0.837501,0.837501
0.03358013801690605,0.4454452627234989,8.023518541124131,0.13594250198867586,0.0,0.747233,0.837501
0.030536230984661315,0.44663311574194164,8.033020475175645,0.1352426617509789,0.0,0.817086,0.837501
0.02857953588374787,0.4458856893910302,8.004028754764134,0.13636138025257322,0.0,0.819546,0.837501
0.03386180523989929,0.4474382440249125,8.023118453555638,0.13344971802499558,0.0,0.73928,0.837501
0.040750886230833,0.44527873396873474,8.008702023824055,0.1394752651453018,0.0,0.589571,0.837501
0.04170717605286174,0.4455636786090003,8.010424158308242,0.139726365937127,0.0,0.761007,0.837501
0.051462550088763236,0.4461040443844265,8.036605135599773,0.13871747106313706,0.0,0.23186,0.837501
0.07973847380942768,0.44949809047910905,8.08645150926378,0.15705498456954955,0.0,0.725178,0.837501
0.047052093967795375,0.44921830693880715,8.052691819932726,0.14730016258027817,0.0,0.795114,0.837501
0.03203281371129884,0.44624900023142494,7.972974681854248,0.14066818108161291,0.0,0.783881,0.837501
0.026055411766800617,0.44504189954863654,7.93809896045261,0.1370938319298956,0.0,0.841272,0.841272
0.036791792770640715,0.44461620450019834,7.942000982496474,0.1345430461068948,0.0,0.534804,0.841272
0.05875332953615321,0.44459041423267787,7.942969036102295,0.14245730191469191,0.0,0.50865,0.841272
0.05270409155637026,0.44841022226545546,8.002813794877794,0.1474437352683809,0.0,0.72854,0.841272
0.029695349124570686,0.44559442268477545,7.928904554578993,0.1402145031425688,0.0,0.79003,0.841272
0.03049309705901477,0.4449481738938226,7.914354515075684,0.13973112404346466,0.0,0.836599,0.841272
0.029040791611704562,0.44453070958455404,7.911383310953776,0.13728575996226736,0.0,0.816184,0.841272
0.02423761510807607,0.44267347388797335,7.870518514845107,0.1360409335543712,0.0,0.794212,0.841272
0.019920917000207636,0.4433391385608249,7.871778562333849,0.13627821703751883,0.0,0.795032,0.841272
0.03454896464116043,0.4452620916896396,7.895492564307319,0.1339996458755599,0.0,0.652292,0.841272
0.04096252147315277,0.44395206107033625,7.889900864495171,0.1438241203625997,0.0,0.803476,0.841272
0.02308553878424896,0.4459138009283278,7.867155541314019,0.13852617434329456,0.0,0.819136,0.841272
0.02032704410246677,0.4430329283078512,7.82750940322876,0.13255327869620587,0.0,0.837583,0.841272
0.026292347359574503,0.4438484138912625,7.8570525063408745,0.13451515974269973,0.0,0.689842,0.841272
0.027303477832012705,0.44292244911193845,7.833896170722114,0.13887182921171187,0.0,0.706895,0.841272
0.02503662911347217,0.44362964828809104,7.8152661535474985,0.13359099096722074,0.0,0.836599,0.841272
0.028696418491502604,0.4453220460149977,7.831163914998372,0.1313208416932159,0.0,0.545462,0.841272
0.049753373043818605,0.4445972561836243,7.846679210662842,0.14713101635376613,0.0,0.692055,0.841272
0.02481081738240189,0.44469735423723855,7.812976233164469,0.1392748813248343,0.0,0.80487,0.841272
0.030365589830196566,0.4439630455440945,7.808525583479139,0.13484327784842914,0.0,0.587112,0.841272
0.031169174290779565,0.4438567221164703,7.81689321729872,0.140541643400987,0.0,0.78175,0.841272
0.021019767576621638,0.442302272717158,7.772589959038628,0.1340236740393771,0.0,0.79167,0.841272
0.024296155623677703,0.4417761266231537,7.75971565246582,0.1311129084063901,0.0,0.76486,0.841272
0.02147820513281557,0.4417539510462019,7.757768111758762,0.1304470451341735,0.0,0.667459,0.841272
0.03241398566299015,0.44275584552023145,7.749984963734945,0.1343027537067731,0.0,0.765434,0.841272
0.0308396569867101,0.44451720184750027,7.780010509490967,0.13744155805971886,0.0,0.84488,0.84488
0.023442583427660996,0.44344410101572673,7.766985723707411,0.1337224985162417,0.0,0.743789,0.84488
0.02219147602510121,0.4437440858946906,7.751533296373156,0.13700975328683854,0.0,0.796179,0.84488
0.028290220541465613,0.4446956151061588,7.746325408087836,0.13405408147308562,0.0,0.619497,0.84488
0.031252535960326594,0.44544518722428217,7.795173019833035,0.1444337863061163,0.0,0.828072,0.84488
0.021175985260763103,0.4414681182967292,7.705524508158366,0.13441339549091127,0.0,0.786013,0.84488
0.02125713133460118,0.4430250902970632,7.704558859931098,0.13547342982557084,0.0,0.805608,0.84488
0.024529251301040254,0.4416059884760115,7.699542384677463,0.13214971075455348,0.0,0.811429,0.84488
0.014083285381396611,0.4425475809309218,7.681322924296061,0.1284096417327722,0.0,0.776174,0.84488
0.02459893678314984,0.44138185911708405,7.678698370191786,0.13188950998915566,0.0,0.705747,0.84488
0.02255555417181717,0.4418026195632087,7.676435407002767,0.13354290069805252,0.0,0.840043,0.84488
0.02112088390212092,0.44431936542193096,7.69593964682685,0.1314570140507486,0.0,0.785685,0.84488
0.012902272699607743,0.4415365212493473,7.6409532970852325,0.12889687774909867,0.0,0.756006,0.84488
0.017079849975804487,0.4416027393605974,7.655603239271376,0.13330738726589414,0.0,0.81766,0.84488
0.0160982222813699,0.44270355900128683,7.6441211382548016,0.13407503366470336,0.0,0.862261,0.862261
0.01723980757718285,0.44200830128457813,7.634368472629124,0.12947353339857526,0.0,0.826023,0.862261
0.02224458141459359,0.4431109329064687,7.654459211561415,0.1366980923546685,0.0,0.811921,0.862261
0.01683151502576139,0.44262857503361175,7.622242969936795,0.12727410164144304,0.0,0.835779,0.862261
0.02600052751497262,0.4442461782031589,7.636567751566569,0.13524768203496934,0.0,0.75043,0.862261
0.027485520630660985,0.4446579575538635,7.654743777381049,0.12993195181091627,0.0,0.456506,0.862261
0.027289372905054027,0.44572459194395275,7.670399898952908,0.14356655701994897,0.0,0.711322,0.862261
0.021545657220607004,0.44312177035543654,7.602904415130615,0.12876853719353676,0.0,0.819464,0.862261
0.01560010870711671,0.4422880742284987,7.59201381471422,0.13212444525625971,0.0,0.818234,0.862261
0.016083408302317064,0.4431929720772637,7.5974387592739525,0.13114291321900157,0.0,0.828072,0.862261
0.015182002822661566,0.4423434740967221,7.582170730166965,0.13069658295975792,0.0,0.840944,0.862261
0.01520219375896785,0.44208612442016604,7.570992554558648,0.12770202871825959,0.0,0.844716,0.862261
0.014011801965534688,0.4423197050889333,7.561697313520644,0.12509549715452725,0.0,0.816184,0.862261
0.011540354017375245,0.44279373950428436,7.565237797631157,0.12960174596971935,0.0,0.822825,0.862261
0.018945270042038626,0.44403229355812074,7.593493843078614,0.13451040892137422,0.0,0.855538,0.862261
0.010912614923694896,0.4428022378020816,7.553761747148302,0.12505170785718495,0.0,0.72567,0.862261
0.015538956561229295,0.4430326779683431,7.564290788438585,0.12997165165013738,0.0,0.799213,0.862261
0.015414983401488927,0.4415907892915938,7.542487165662977,0.13427378717395994,0.0,0.848241,0.862261
0.014015603624284268,0.4440191845099131,7.565563445621066,0.12524522145589193,0.0,0.866361,0.866361
0.013716196718936166,0.44124533004230926,7.528840679592556,0.12693639629416995,0.0,0.852095,0.866361
0.02187560396786365,0.44064193036821153,7.518723350101047,0.13011299884981578,0.0,0.760515,0.866361
0.021693153456888267,0.4424689299530453,7.544981691572401,0.12981278482410644,0.0,0.717963,0.866361
0.027104614054163298,0.4433300197124481,7.557680628034803,0.13895379503568014,0.0,0.763384,0.866361
0.021230381085640855,0.4440442774030897,7.553240871429443,0.13616855922672483,0.0,0.776338,0.866361
0.015778503727374805,0.4425477597448561,7.516536776224772,0.13466910214887726,0.0,0.839469,0.866361
0.02643446819856763,0.443439511458079,7.53285206688775,0.13102288494507472,0.0,0.75535,0.866361
0.0170466146328383,0.44393928713268704,7.541580274369982,0.13601565642489327,0.0,0.847012,0.866361
0.009478063027684887,0.4424411654472351,7.496953095330133,0.12730260988076528,0.0,0.850619,0.866361
0.022752157241726915,0.4437149140569899,7.514491038852268,0.12862691233555476,0.0,0.688284,0.866361
0.013290374260395765,0.44418675767050847,7.529222742716471,0.12654141700930066,0.0,0.853653,0.866361
0.011479917686018679,0.44347689946492513,7.497683747609456,0.12383653140730327,0.0,0.846192,0.866361
0.025666275061666965,0.4422222250037723,7.488273027208116,0.13072093957000308,0.0,0.814709,0.866361
0.013333535970499117,0.4420509378115336,7.480814181433784,0.12654603521029154,0.0,0.855128,0.866361
0.013912126975547936,0.44303555687268575,7.490596304999458,0.1270253578821818,0.0,0.849225,0.866361
0.010734804062586692,0.44112180206510754,7.481528451707628,0.12712358298401039,0.0,0.849717,0.866361
0.015972168143424722,0.4417306535773807,7.47353704240587,0.12815358257955975,0.0,0.827007,0.866361
0.01248617637126396,0.44313934246699016,7.465524440341525,0.125824252060718,0.0,0.855538,0.866361
0.013964066706183885,0.44205318954255846,7.449060482449002,0.12449192214343283,0.0,0.841436,0.866361
0.014374874671921134,0.44239155848821005,7.466747739579943,0.12399288647704654,0.0,0.603099,0.866361
0.01810057601218836,0.44437118305100337,7.4921385023328995,0.13286140511433284,0.0,0.709273,0.866361
0.011928961627806227,0.44316746989885963,7.458964506785075,0.12865292810731463,0.0,0.862179,0.866361
0.010390370791881449,0.44237727986441716,7.441769536336263,0.12675314918160438,0.0,0.858736,0.866361
0.02351734473939157,0.4421349498960707,7.436095386081272,0.12552920911047194,0.0,0.853161,0.866361
0.012918103279338943,0.4437181267473433,7.449254724714491,0.12451467149787479,0.0,0.858408,0.866361
0.009547079235522284,0.4417011453045739,7.403789583841959,0.12408867081006368,0.0,0.858408,0.866361
0.009246777820711335,0.44399116900232105,7.450436857011583,0.1219048941300975,0.0,0.836763,0.866361
0.009924337262701657,0.4422081973817613,7.425116136338976,0.12230445336964395,0.0,0.864885,0.866361
0.008485172608763808,0.4433126615153419,7.417440965440538,0.12444133475008938,0.0,0.858982,0.866361
0.012425737137285372,0.44166679448551605,7.413092666202122,0.1256609782576561,0.0,0.721653,0.866361
0.018383175905586944,0.44255626069174875,7.428537527720134,0.12825755758417978,0.0,0.793392,0.866361
0.016859047275243535,0.4427618516816033,7.414695623185899,0.12918139199415843,0.0,0.772239,0.866361
0.010102635130493177,0.4444279438919491,7.422683800591363,0.13032704128159417,0.0,0.863491,0.866361
0.007790514275742074,0.44246209661165875,7.414911248948839,0.12242287736799982,0.0,0.857014,0.866361
0.011608620257013374,0.44358196589681836,7.41079281700982,0.1244051378634241,0.0,0.791424,0.866361
0.011689566862252023,0.4421305709415012,7.394805696275499,0.12457931526005268,0.0,0.856112,0.866361
0.009884650653435124,0.4431917687257131,7.4110294024149574,0.1216060935623116,0.0,0.866853,0.866853
0.01335741377228664,0.444982769091924,7.409052986568875,0.12250320216019948,0.0,0.861277,0.866853
0.007683350852069755,0.4419966843393114,7.375588406456841,0.1254019377132257,0.0,0.87005,0.87005
0.016162775945849715,0.44299654960632323,7.403656260172526,0.12401188694768482,0.0,0.814299,0.87005
0.011536643892112706,0.44425275590684676,7.406481456756592,0.12537254815300305,0.0,0.869476,0.87005
0.006503291932555537,0.44105531838205125,7.356655004289415,0.11804883802930514,0.0,0.860294,0.87005
0.010796949119927983,0.4439348797003428,7.382865640852186,0.1206833524008592,0.0,0.862753,0.87005
0.005541304855917891,0.4416149914264679,7.356045246124268,0.12432972275548511,0.0,0.848323,0.87005
0.019568561798789436,0.4428670452700721,7.376352055867513,0.1255350508623653,0.0,0.819874,0.87005
0.009166580423091849,0.4447704189353519,7.394985262552897,0.12477201811141438,0.0,0.85644,0.87005
0.010617349291634229,0.44274579485257465,7.352463086446126,0.12493013275994194,0.0,0.857424,0.87005
0.012100210092547867,0.44336178302764895,7.3577356126573354,0.12405409713586171,0.0,0.738624,0.87005
0.024462825771317715,0.44575134846899245,7.410800594753689,0.13530335227648418,0.0,0.853653,0.87005
0.012216621507994003,0.4444761150413089,7.399773852030436,0.1283977936539385,0.0,0.865459,0.87005
0.007898849145405822,0.44427975482410853,7.385107262929281,0.12716806257764499,0.0,0.854308,0.87005
0.006294062521515621,0.44363111390007864,7.35191208521525,0.12417776385943095,0.0,0.843076,0.87005
0.0078079215975271335,0.44211198157734344,7.325346236758762,0.12101168177194066,0.0,0.843814,0.87005
0.008138977769865758,0.4418853680292765,7.344995286729601,0.1228330295946863,0.0,0.856194,0.87005
0.006129767543946703,0.4449731859895918,7.34911314646403,0.12249362493554751,0.0,0.857424,0.87005
0.009172282163571152,0.4430733064810435,7.3429405212402346,0.12030572953323523,0.0,0.866033,0.87005
0.006213037923185362,0.4436846852302551,7.346625826093885,0.12280722616447343,0.0,0.874149,0.874149
0.007938827977826197,0.4442476736174689,7.361895518832736,0.12167950694759687,0.0,0.865951,0.874149
0.02466100559104234,0.442290469010671,7.334961075252957,0.11907103210687638,0.0,0.717308,0.874149
0.014362266178553303,0.44437400102615354,7.334164672427708,0.1288154555691613,0.0,0.852751,0.874149
0.012232346072172126,0.44373975197474164,7.335996341705322,0.1259931416147285,0.0,0.865377,0.874149
0.008135839311095575,0.4441594792736901,7.338254960378011,0.1266060041056739,0.0,0.857588,0.874149
0.007019103872072365,0.4429082281059689,7.3142466439141165,0.12455907232231564,0.0,0.857834,0.874149
0.007703147386200726,0.44379148483276365,7.303304894765218,0.12131507462925381,0.0,0.877429,0.877429
0.01898485602448798,0.4434633102681902,7.3254770596822105,0.12325481259160571,0.0,0.87128,0.877429
0.010447660140279267,0.44305971529748706,7.313993146684434,0.1213206054435836,0.0,0.862835,0.877429
0.011319515072844094,0.4424393316109975,7.2863714112175835,0.11756389281815953,0.0,0.825695,0.877429
0.011005053526928855,0.4441239489449395,7.308122147454156,0.12367339664035373,0.0,0.88038,0.88038
0.007745234872628418,0.4440368778175778,7.291723696390788,0.12106570477286975,0.0,0.880626,0.880626
0.008470844257519476,0.4417572895685832,7.297413306766086,0.11928100983301798,0.0,0.858572,0.880626
0.030343237964229452,0.44652275376849704,7.353183703952365,0.12328451971213022,0.0,0.832172,0.880626
0.007896921261110239,0.44306344323688085,7.305122555626763,0.12315405036012332,0.0,0.866689,0.880626
0.009476190862349338,0.44488495190938315,7.306047863430447,0.12561944044298595,0.0,0.821513,0.880626
0.007990774411397675,0.4462020827664269,7.3128033638000485,0.12447100596295463,0.0,0.851111,0.880626
0.008226978941820562,0.4442874908447266,7.300806204477946,0.11974026751187113,0.0,0.867836,0.880626
0.010092756043498715,0.4438685258229574,7.296760167015924,0.11805711885293325,0.0,0.854554,0.880626
0.016515659895311625,0.44362541834513347,7.280232546064589,0.11848822683095932,0.0,0.684431,0.880626
0.010700414523792763,0.4448686937491099,7.295842001173232,0.12874811813235282,0.0,0.859802,0.880626
0.00805941029684618,0.4434448652797275,7.282537290785048,0.12144507045547168,0.0,0.851931,0.880626
0.005597617559962803,0.44317218197716607,7.262719567616781,0.12008836103810204,0.0,0.858244,0.880626
0.015001532989036706,0.44403621223237777,7.29411285188463,0.11855221100979381,0.0,0.727392,0.880626
0.005944638564768765,0.44435385465621946,7.285229343838162,0.12492609934674369,0.0,0.869394,0.880626
0.006326666233750681,0.4443998608324263,7.291898388332791,0.11963527368174659,0.0,0.851931,0.880626
0.010030726935817963,0.4440342903137207,7.276245244344076,0.12185372850961156,0.0,0.850537,0.880626
0.011124498438504007,0.4457394454214308,7.294337696499294,0.12645601017607583,0.0,0.850291,0.880626
0.013075626514748567,0.44410398933622575,7.285491286383735,0.12210206141074499,0.0,0.862261,0.880626
0.0076349868749578794,0.44496503207418653,7.281281174553765,0.12212683111429215,0.0,0.863327,0.880626
0.012092067704846462,0.4453670660654704,7.282991706000434,0.11911444614330928,0.0,0.725752,0.880626
0.017366606072108777,0.4441865960756938,7.29453264872233,0.12695538815524843,0.0,0.861933,0.880626
0.007547538981048597,0.44530149102211,7.287682925330268,0.11932414927416378,0.0,0.864311,0.880626
0.005484972748025838,0.44482050604290435,7.26035753885905,0.12018241004811393,0.0,0.859228,0.880626
0.006323055245189203,0.4456384930345747,7.270806079440646,0.11677510961890221,0.0,0.862671,0.880626
0.007262760845737325,0.4441419376267327,7.251874330308702,0.11950852800574567,0.0,0.862097,0.880626
0.009395918974445926,0.4446624649895562,7.265670257144504,0.12135826680395338,0.0,0.877019,0.880626
0.004665322394834625,0.44189848237567475,7.217670970492893,0.11927547984653049,0.0,0.86759,0.880626
0.009014328406192363,0.4448133654064602,7.260916540357802,0.1188255434234937,0.0,0.874887,0.880626
0.007225032595710622,0.44390535089704725,7.261396355099148,0.1189595972498258,0.0,0.87046,0.880626
0.007186819781135354,0.4439954439798991,7.239904668596056,0.11705831496251953,0.0,0.865623,0.880626
0.006474989694025782,0.4443683014975654,7.237709585825602,0.11755760063727697,0.0,0.876281,0.880626
0.0051352907489571305,0.4441481047206455,7.244213093651665,0.11587794638342327,0.0,0.870788,0.880626
0.005435034068715241,0.4455073157946269,7.237021435631646,0.11504190075728628,0.0,0.870378,0.880626
0.007296983434611724,0.4443751957681444,7.236380651262071,0.11917743467622333,0.0,0.875789,0.880626
0.009096790143909553,0.44499904844495985,7.253660509321425,0.12051368339194192,0.0,0.870952,0.880626
0.013792937611126238,0.44543850753042435,7.249854797787137,0.11766537274751399,0.0,0.857178,0.880626
0.013818195050892731,0.4455757359663645,7.260372119479709,0.11928975863589181,0.0,0.870214,0.880626
0.004628083433231546,0.4439014494419098,7.229155095418294,0.11893393782277902,0.0,0.860376,0.880626
0.006075103503341476,0.4444940110047658,7.219360499911838,0.11893255023492708,0.0,0.874067,0.880626
0.0055481236816073455,0.44447923501332604,7.21590501997206,0.11676721672217051,0.0,0.878003,0.880626
